ID,Incident Date and Time,Incident Type,Street,City,State,Zip,Latitude,Longitude
38937,2019-09-17T10:19:00,2701 Simple Assault,Beechview,Pittsburgh,PA,15216,40.41076844,-80.0192099
39003,2019-09-17T09:24:00,"9015 Failure To Appear,Arrest on Attachment Order",Homewood West,Pittsburgh,PA,15208,40.45627181,-79.9047252
39002,2019-09-17T07:20:00,"3922 Theft by Deception , 4101 Forgery , 4106 Access Device Fraud , 3921(a) Theft by Unlawful Taking or Disposition - Movable item",Central Oakland,Pittsburgh,PA,15213,40.43841907,-79.96090068
38998,2019-09-17T07:15:00,"3921(a) Theft by Unlawful Taking or Disposition - Movable item , 3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise",Bloomfield,Pittsburgh,PA,15213,40.45431576,-79.94652204
38983,2019-09-17T03:46:00,3921(a) Theft by Unlawful Taking or Disposition - Movable item,Homewood North,Pittsburgh,PA,15208,40.46034491,-79.90036131
38991,2019-09-17T03:43:00,"3304 Criminal Mischief , 3502 Burglary , 3921(a) Theft by Unlawful Taking or Disposition - Movable item",Homewood North,Pittsburgh,PA,15221,40.4565467,-79.88772958
39000,2019-09-17T02:36:00,2701 Simple Assault,Point Breeze North,Pittsburgh,PA,15208,40.45547598,-79.91059103
38933,2019-09-17T00:20:00,"2701(a)(1) Simple Assault - Intent, Know, RecklessCause Bod Injury",Central Business District,Pittsburgh,PA,15222,40.50445738,-80.05815334
38996,2019-09-16T17:05:00,"9015 Failure To Appear,Arrest on Attachment Order",Homewood North,Pittsburgh,PA,15221,40.45551873,-79.88806501
38981,2019-09-16T16:25:00,"3304 Criminal Mischief , 3502 Burglary",Perry North,Pittsburgh,PA,15214,40.49113506,-80.01990227
39004,2019-09-16T16:15:00,"2701 Simple Assault , 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck",Homewood North,Pittsburgh,PA,15208,40.46127855,-79.89999465
38999,2019-09-16T13:55:00,"9015 Failure To Appear,Arrest on Attachment Order",East Allegheny,Pittsburgh,PA,15212,40.45684717,-79.9992357
38989,2019-09-16T12:30:00,"9015 Failure To Appear,Arrest on Attachment Order",East Hills,Pittsburgh,PA,15221,40.4547044,-79.88070585
38932,2019-09-16T12:02:00,2701 Simple Assault,South Side Flats,Pittsburgh,PA,15203,40.4286928,-79.98331002
39020,2019-09-16T10:30:00,"3502 Burglary , 3921(a) Theft by Unlawful Taking or Disposition - Movable item",Central Business District,Pittsburgh,PA,15222,40.44141413,-80.00287658
38997,2019-09-16T10:30:00,"2701(a)(1) Simple Assault - Intent, Know, RecklessCause Bod Injury , 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",Carrick,Pittsburgh,PA,15210,40.40280071,-79.98402188
39007,2019-09-16T10:26:00,"901 Criminal Attempt , 2702 Aggravated Assault , 2705 Recklessy Endangering Another Person , 6106 Firearms not to be Carried without a License , 61101 Possesion of Firearm by Minor",Knoxville,Pittsburgh,PA,15210,40.40088388,-79.98843661
38986,2019-09-16T09:50:00,"2701 Simple Assault , 2706 Terroristic Threats , 2901 Kidnapping , 3304 Criminal Mischief , 3502 Burglary , 3503 Criminal Trespass , 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats , 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck",Marshall-Shadeland,Pittsburgh,PA,15212,40.4639352,-80.03188381
38987,2019-09-16T09:50:00,"3304 Criminal Mischief , 3502 Burglary",Marshall-Shadeland,Pittsburgh,PA,15212,40.4639352,-80.03188381
38995,2019-09-16T09:50:00,"2701 Simple Assault , 2705 Recklessy Endangering Another Person , 3304 Criminal Mischief , 3502 Burglary",Marshall-Shadeland,Pittsburgh,PA,15212,40.46873719,-80.03553602
38985,2019-09-16T09:40:00,"5121 Escape , 1786 Required Financial Responsibility , 3323 Stop Signs and Yield Signs , 3332 Limitations on Turning Around , 3334 Turning Movements and Required Signals , 13(a)(16) Possession of Controlled Substance , 3733 Fleeing or Attempting to Elude Police Officer , 3736 Reckless Driving",Homewood South,Pittsburgh,PA,15208,40.45360746,-79.89299563
38990,2019-09-16T09:30:00,3701 Robbery,Allentown,Pittsburgh,PA,15210,40.4191509,-79.9936418
39021,2019-09-16T07:30:00,2706 Terroristic Threats,Central Business District,Pittsburgh,PA,15219,40.43503957,-79.99604095
38936,2019-09-16T03:40:00,"3802(a)(1) DUI - General Impairment , 3802(c) DUI - Highest Rate of Alcohol - BAC >= 16%",South Side Flats,Pittsburgh,PA,15203,0,0
38934,2019-09-15T23:15:00,"2709(a)(4) Harassment Communicates Prohibited Acts , 5503(a)(2) DISORDERLY CONDUCT - UNREASONABLE NOISE",Beechview,Pittsburgh,PA,15216,0,0
39097,2019-09-15T16:34:00,"3304 Criminal Mischief , 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",Middle Hill,Pittsburgh,PA,15219,40.44569761,-79.98180772
38890,2019-09-15T13:20:00,"903 Criminal Conspiracy , 4106 Access Device Fraud , 3921(a) Theft by Unlawful Taking or Disposition - Movable item",East Liberty,Pittsburgh,PA,15206,40.46778661,-79.92438307
38889,2019-09-14T19:30:00,"2701 Simple Assault , 3701 Robbery , 4304(a)(1) Endangering Welfare of Children , 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",Homewood West,Pittsburgh,PA,15208,40.45627178,-79.90476271
38891,2019-09-14T16:57:00,"9015 Failure To Appear,Arrest on Attachment Order",Brighton Heights,Pittsburgh,PA,15212,40.47509895,-80.03512123
38888,2019-09-14T12:21:00,"2706 Terroristic Threats , 2709(a) Harassment , 3921 Theft by Unlawful Taking or Disposition",Homewood South,Pittsburgh,PA,15221,40.39847351,-79.83495714
39009,2019-09-14T07:17:00,4304(a)(1) Endangering Welfare of Children,Perry South,Pittsburgh,PA,15214,40.47440371,-80.0081212
38894,2019-09-14T01:25:00,3503 Criminal Trespass,South Side Flats,Pittsburgh,PA,15203,40.42813925,-79.98083612
38893,2019-09-14T01:25:00,"3502 Burglary , 3921(a) Theft by Unlawful Taking or Disposition - Movable item",Sheraden,Pittsburgh,PA,15204,0,0
38887,2019-09-14T01:15:00,"2701 Simple Assault , 2705 Recklessy Endangering Another Person",Overbrook,Pittsburgh,PA,15234,40.38591708,-79.99869775
38809,2019-09-13T20:30:00,"1543 Driving While Operating Privilege is Suspended or Revoked , 3714 Careless Driving , 3743 Accidents Involving Damage to Attended Veh or Property",Middle Hill,Pittsburgh,PA,15219,40.44734842,-79.97790363
38834,2019-09-13T18:05:00,"9015 Failure To Appear,Arrest on Attachment Order",Shadyside,Pittsburgh,PA,15224,0,0
38935,2019-09-13T16:20:00,"903 Criminal Conspiracy , 2902 Unlawful Restraint , 2903 False Imprisonment",None,6,,,None,None
38833,2019-09-13T14:00:00,"9015 Failure To Appear,Arrest on Attachment Order",Shadyside,Pittsburgh,PA,15232,40.45658778,-79.93646237
38807,2019-09-13T11:55:00,"3925 Receiving Stolen Property , 61101 Possesion of Firearm by Minor",Central Business District,Pittsburgh,PA,15222,40.43943315,-80.00108014
38808,2019-09-13T10:15:00,3929 Retail Theft,Lincoln-Lemington-Belmar,Pittsburgh,PA,15206,40.46424363,-79.9000466
38810,2019-09-13T09:15:00,"9015 Failure To Appear,Arrest on Attachment Order",Hazelwood,Pittsburgh,PA,15207,0,0
38824,2019-09-13T09:00:00,"3925 Receiving Stolen Property , 1501 Drivers Required to be Licensed , 3921(a) Theft by Unlawful Taking or Disposition - Movable item",Central Business District,Pittsburgh,PA,15219,40.44383504,-79.99384866
38825,2019-09-13T08:25:00,"2701(a)(1) Simple Assault - Intent, Know, RecklessCause Bod Injury",North Oakland,Pittsburgh,PA,15203,40.42831572,-79.96794378
38884,2019-09-13T01:59:00,"9015 Failure To Appear,Arrest on Attachment Order",Shadyside,Pittsburgh,PA,15232,40.4558843,-79.93827891
38829,2019-09-12T20:46:00,"3502 Burglary , 3921 Theft by Unlawful Taking or Disposition , 3925 Receiving Stolen Property , 3928 Unauthorized Use of Automobile and Other Vehicles",Spring Garden,Pittsburgh,PA,15212,0,0
38835,2019-09-12T18:15:00,3921(a) Theft by Unlawful Taking or Disposition - Movable item,Central Business District,Pittsburgh,PA,15222,40.43791824,-80.00446224
38927,2019-09-12T17:36:00,2706 Terroristic Threats,Sheraden,Pittsburgh,PA,15204,40.45856278,-80.05417774
38830,2019-09-12T16:30:00,3502 Burglary,Homewood South,Pittsburgh,PA,15221,40.44923069,-79.88725662
38883,2019-09-12T15:45:00,"9015 Failure To Appear,Arrest on Attachment Order",Bluff,Pittsburgh,PA,15219,40.43837791,-79.98631336
38882,2019-09-12T14:59:00,"2701(a)(1) Simple Assault - Intent, Know, RecklessCause Bod Injury",Brookline,Pittsburgh,PA,15226,40.39398765,-80.02239
38816,2019-09-12T13:20:00,"2701(a)(1) Simple Assault - Intent, Know, RecklessCause Bod Injury , 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck",East Hills,Pittsburgh,PA,15221,40.45786477,-79.87435923
38815,2019-09-12T12:45:00,"903 Criminal Conspiracy , 907 Possessing Instruments of Crime , 4304(a)(1) Endangering Welfare of Children , 13(a)(16) Possession of Controlled Substance , 13(a)(30) Possession w, Intent to Del Controlled Substance , 13(a)(32) Paraphernalia - Use or Possession",Highland Park,Pittsburgh,PA,15206,40.47030563,-79.90861668
38828,2019-09-12T12:40:00,2701 Simple Assault,Chateau,Pittsburgh,PA,15233,40.45548717,-80.03083115
38814,2019-09-12T12:23:00,"903 Criminal Conspiracy , 907 Possessing Instruments of Crime , 4304(a)(1) Endangering Welfare of Children , 13(a)(16) Possession of Controlled Substance , 13(a)(30) Possession w, Intent to Del Controlled Substance , 13(a)(32) Paraphernalia - Use or Possession",Highland Park,Pittsburgh,PA,15206,40.47030563,-79.90861668
38778,2019-09-12T11:30:00,"3304 Criminal Mischief , 2709 Harassment (Non-Specific) , 2701(a)(1) Simple Assault - Intent, Know, RecklessCause Bod Injury , 2701(a)(3) Simple Assault - Attempts by Physical Menace , 5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING",Brookline,Pittsburgh,PA,15226,40.40557287,-80.01528029
38832,2019-09-12T11:15:00,"9015 Failure To Appear,Arrest on Attachment Order",Homewood South,Pittsburgh,PA,15208,40.45738892,-79.8962698
38831,2019-09-12T11:10:00,"5126 Flight to Avoid Apprehension, Trial or Punishment , 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) , 1543 Driving While Operating Privilege is Suspended or Revoked , 3303 Overtaking Vehicle on the Left , 13(a)(16) Possession of Controlled Substance , 13(a)(32) Paraphernalia - Use or Possession , 9501 Bench Warrant , 3714 Careless Driving , 3733 Fleeing or Attempting to Elude Police Officer , 3736 Reckless Driving , 13(a)(31) Marijuana: Possession Small Amount",Lower Lawrenceville,Pittsburgh,PA,15201,40.46508985,-79.96094175
38777,2019-09-12T11:00:00,3701 Robbery,Allegheny Center,Pittsburgh,PA,15212,0,0
38826,2019-09-12T08:40:00,"5533(a) Cruelty to animals - Intentionally, knowingly or recklessly illtreats, overloads, beats, abandons or abuses an animal , 5532(a)(1) Neglect of Animals - Neglect of Animals, Sustenance,Water, Bodily Injury , 5532(a)(3) Neglect of Animals - Neglect of Animals, Vet Care , 5534(a)(2) Aggrevated Cruelty to Animals - Intentionally or Knowlingly violated 5532 or 5533 causing injury or death",Beltzhoover,Pittsburgh,PA,15210,40.41821201,-79.99755474
38806,2019-09-12T04:13:00,"3304 Criminal Mischief , 3921(a) Theft by Unlawful Taking or Disposition - Movable item",Overbrook,Pittsburgh,PA,15227,40.38271305,-79.98984897
38805,2019-09-12T00:16:00,"3503B1I DEF TRESPASS ACTUAL COMMUNICATION , 5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS,PHYS OFF , 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another",Carrick,Pittsburgh,PA,15227,40.38344999,-79.97753255
38928,2019-09-11T23:00:00,"2701 Simple Assault , 2702 Aggravated Assault , 2705 Recklessy Endangering Another Person",Strip District,Pittsburgh,PA,15222,40.45493694,-79.9784289
38660,2019-09-11T23:00:00,"3502 Burglary , 2701(b)(2) Simple Assault - Child Under 12 , Adult 21 Or Older",Homewood South,Pittsburgh,PA,15221,40.45459003,-79.88843011
38679,2019-09-11T22:50:00,"2706 Terroristic Threats , 2701(a)(3) Simple Assault - Attempts by Physical Menace",Central Business District,Pittsburgh,PA,15222,40.44422744,-79.99489376
38716,2019-09-11T16:40:00,"3701 Robbery , 3925 Receiving Stolen Property",Bloomfield,Pittsburgh,PA,15213,40.45255923,-79.94928072
38813,2019-09-11T16:06:00,"903 Criminal Conspiracy , 907 Possessing Instruments of Crime , 4304(a)(1) Endangering Welfare of Children , 13(a)(16) Possession of Controlled Substance , 13(a)(30) Possession w, Intent to Del Controlled Substance , 13(a)(32) Paraphernalia - Use or Possession",Highland Park,Pittsburgh,PA,15206,40.47030563,-79.90861668
38812,2019-09-11T16:06:00,"903 Criminal Conspiracy , 907 Possessing Instruments of Crime , 4304(a)(1) Endangering Welfare of Children , 13(a)(16) Possession of Controlled Substance , 13(a)(30) Possession w, Intent to Del Controlled Substance , 13(a)(32) Paraphernalia - Use or Possession",Highland Park,Pittsburgh,PA,15206,40.47030563,-79.90861668
38667,2019-09-11T11:40:00,"4906 False Reports to Law Enforcement Authorities , 4117(a)(2) False Statements with Intent to Defraud Insurer",Marshall-Shadeland,Pittsburgh,PA,15212,40.47393593,-80.0288329
38659,2019-09-11T10:40:00,"9015 Failure To Appear,Arrest on Attachment Order",Lincoln-Lemington-Belmar,Pittsburgh,PA,15206,40.46661772,-79.89849153
38881,2019-09-11T10:20:00,9501 Bench Warrant,Carrick,Pittsburgh,PA,15210,40.39565905,-79.9885381
39027,2019-09-11T09:19:00,2701(a)(3) Simple Assault - Attempts by Physical Menace,Middle Hill,Pittsburgh,PA,15219,40.44306741,-79.97891145
38682,2019-09-11T04:49:00,"9015 Failure To Appear,Arrest on Attachment Order",Central Lawrenceville,Pittsburgh,PA,15201,40.47312339,-79.96208895
38684,2019-09-11T04:49:00,3925 Receiving Stolen Property,South Oakland,Pittsburgh,PA,15213,40.42979919,-79.95317124
38686,2019-09-11T04:49:00,3925 Receiving Stolen Property,Greenfield,Pittsburgh,PA,15207,40.42532348,-79.9388814
38666,2019-09-11T04:49:00,"9015 Failure To Appear,Arrest on Attachment Order",Central Lawrenceville,Pittsburgh,PA,15201,40.46927233,-79.96153267
39030,2019-09-11T03:32:00,2701 Simple Assault,Sheraden,Pittsburgh,PA,15204,40.45302925,-80.04935915
39033,2019-09-11T01:49:00,"901 Criminal Attempt , 2706 Terroristic Threats , 3701 Robbery , 4304(a)(1) Endangering Welfare of Children , 2701(a)(3) Simple Assault - Attempts by Physical Menace",Upper Hill,Pittsburgh,PA,15219,0,0
39034,2019-09-11T01:44:00,"13(a)(32) Paraphernalia - Use or Possession , 9501 Bench Warrant , 4914(A) False Identification to Law Enforcement",Brighton Heights,Pittsburgh,PA,15212,40.48358079,-80.02549046
39032,2019-09-11T01:18:00,"2701(a)(1) Simple Assault - Intent, Know, RecklessCause Bod Injury",Shadyside,Pittsburgh,PA,15232,40.45612338,-79.93079368
39031,2019-09-11T00:42:00,2701 Simple Assault,Banksville,Pittsburgh,PA,15216,40.4199184,-80.03027139
38698,2019-09-10T23:00:00,"3925 Receiving Stolen Property , 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b)",Perry South,ST,,,0,0
38663,2019-09-10T19:57:00,"9015 Failure To Appear,Arrest on Attachment Order",Fineview,Pittsburgh,PA,15214,40.46738256,-80.00592201
39086,2019-09-10T19:22:00,"3926(a)(1) Theft of Services; Cable, Gas, Taxi, Bill, Tab, etc",Central Business District,Pittsburgh,PA,15222,40.43791824,-80.00446224
39085,2019-09-10T19:22:00,"3926(a)(1) Theft of Services; Cable, Gas, Taxi, Bill, Tab, etc , 5503 Disorderly Conduct , 5505 Public Drunkenness",Central Business District,Pittsburgh,PA,15222,40.43791824,-80.00446224
38713,2019-09-10T18:54:00,"2701(a)(1) Simple Assault - Intent, Know, RecklessCause Bod Injury",Stanton Heights,Pittsburgh,PA,15201,40.47898667,-79.93503008
39083,2019-09-10T18:35:00,13(a)(32) Paraphernalia - Use or Possession,Carrick,Pittsburgh,PA,15210,40.38669249,-79.98115114
39084,2019-09-10T18:35:00,13(a)(32) Paraphernalia - Use or Possession,Carrick,Pittsburgh,PA,15210,40.38669249,-79.98115114
39082,2019-09-10T18:05:00,"903 Criminal Conspiracy , 3502 Burglary , 3503(a) Criminal Trespass , 3925 Receiving Stolen Property , 4115 Falsely Impersonating Persons Privately Employed , 1515 Notice of Change of Name or Address , 13(a)(32) Paraphernalia - Use or Possession , 3503(b)(1)(ii) Defiant Trespass Notice Posted by Sign(s) , 3921(a) Theft by Unlawful Taking or Disposition - Movable item",West Oakland,Pittsburgh,PA,15219,0,0
39082,2019-09-10T18:05:00,"903 Criminal Conspiracy , 3502 Burglary , 3503(a) Criminal Trespass , 3925 Receiving Stolen Property , 4115 Falsely Impersonating Persons Privately Employed , 1515 Notice of Change of Name or Address , 13(a)(32) Paraphernalia - Use or Possession , 3503(b)(1)(ii) Defiant Trespass Notice Posted by Sign(s) , 3921(a) Theft by Unlawful Taking or Disposition - Movable item",West Oakland,Pittsburgh,PA,15219,0,0
38707,2019-09-10T17:17:00,"9015 Failure To Appear,Arrest on Attachment Order",Crawford-Roberts,Pittsburgh,PA,15219,40.44358891,-79.97998241
39080,2019-09-10T17:17:00,13(a)(32) Paraphernalia - Use or Possession,Middle Hill,Pittsburgh,PA,15219,0,0
38678,2019-09-10T16:00:00,"3503(b1)(i) Simple Trespasser -- threatening or terrorizing the owner or occupant of the premises , 3503B1I DEF TRESPASS ACTUAL COMMUNICATION , 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another",Brookline,Pittsburgh,PA,15226,40.3958531,-80.02419932
39036,2019-09-10T15:01:00,"2706 Terroristic Threats , 3502 Burglary , 13(a)(31) Marijuana: Possession Small Amount , 2701(a)(3) Simple Assault - Attempts by Physical Menace",Northview Heights,Pittsburgh,PA,15214,40.47804608,-80.00180646
39035,2019-09-10T14:51:00,"3503B1I DEF TRESPASS ACTUAL COMMUNICATION , 3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise",East Liberty,Pittsburgh,PA,15206,0,0
38802,2019-09-10T13:38:00,"13(a)(16) Possession of Controlled Substance , 13(a)(30) Possession w, Intent to Del Controlled Substance , 13(a)(32) Paraphernalia - Use or Possession",Brighton Heights,Pittsburgh,PA,15212,40.481676,-80.0295595
38801,2019-09-10T13:38:00,"3925 Receiving Stolen Property , 13(a)(16) Possession of Controlled Substance , 13(a)(31) Marijuana: Possession Small Amount",Brighton Heights,Pittsburgh,PA,15212,40.481676,-80.0295595
38896,2019-09-10T12:56:00,"3127 Indecent Exposure , 3127(a) Indecent exposure",None,2,,,None,None
38704,2019-09-10T12:47:00,"3928 Unauthorized Use of Automobile and Other Vehicles , 3932 Theft of Leased Property",Polish Hill,Pittsburgh,PA,15201,40.45836343,-79.97142626
38804,2019-09-10T12:00:00,"2706 Terroristic Threats , 5503(a)(3) DISORDERLY CONDUCT - OBSCENE LANG,GEST",Marshall-Shadeland,PITTSBURGH,PA,15212,40.46468436,-80.02386642
38689,2019-09-10T12:00:00,"3925 Receiving Stolen Property , 4106 Access Device Fraud , 4120 Identity Theft , 3921(a) Theft by Unlawful Taking or Disposition - Movable item",Banksville,Pittsburgh,PA,15220,0,0
39029,2019-09-10T11:43:00,"13(a)(16) Possession of Controlled Substance , 13(a)(30) Possession w, Intent to Del Controlled Substance",Central Business District,Pittsburgh,PA,15222,40.44052619,-80.00029037
38709,2019-09-10T11:30:00,"2701 Simple Assault , 2701(a)(3) Simple Assault - Attempts by Physical Menace",Perry North,Pittsburgh,PA,15214,40.48853305,-80.02342172
39028,2019-09-10T11:00:00,9501 Bench Warrant,Brighton Heights,Pittsburgh,PA,15212,40.4785955,-80.03847787
38800,2019-09-10T11:00:00,"2702 Aggravated Assault , 2706 Terroristic Threats , 5503(a)(3) DISORDERLY CONDUCT - OBSCENE LANG,GEST , 5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS,PHYS OFF",Perry South,PITTSBURGH,PA,15214,40.46175478,-80.01047326
38680,2019-09-10T10:50:00,"9015 Failure To Appear,Arrest on Attachment Order",South Side Flats,Pittsburgh,PA,15203,40.42875761,-79.98642551
38774,2019-09-10T09:05:00,"903 Criminal Conspiracy , 2701 Simple Assault , 3702 Robbery of Motor Vehicle",Squirrel Hill North,Pittsburgh,PA,15221,40.43956763,-79.89667844
39026,2019-09-10T04:47:00,4906 False Reports to Law Enforcement Authorities,Knoxville,Pittsburgh,PA,15210,40.41413561,-79.99311092
38673,2019-09-10T03:05:00,"2701 Simple Assault , 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck",Bluff,Pittsburgh,PA,15219,40.43677164,-79.97766665
38683,2019-09-10T03:00:00,4915 Failure to Comply with Megans Law,None,3,,,None,None
39025,2019-09-10T02:53:00,"3925 Receiving Stolen Property , 13(a)(32) Paraphernalia - Use or Possession",East Allegheny,Pittsburgh,PA,15212,40.4586912,-79.99834457
39024,2019-09-10T02:30:00,"9015 Failure To Appear,Arrest on Attachment Order",Squirrel Hill North,Pittsburgh,PA,15217,40.441423,-79.92333664
39023,2019-09-10T02:30:00,"908 Prohibited Offensive Weapons , 5104 Resisting Arrest or Other Law Enforcement , 1301 Registration and Certificate of Title Required , 1786 Required Financial Responsibility , 4703 Operation of Vehicle without Official Certif of Inspection , 4706 Prohib on Expend for Emission Insp Prog , 13(a)(16) Possession of Controlled Substance , 13(a)(32) Paraphernalia - Use or Possession , 13(a)(31) Marijuana: Possession Small Amount",Homewood South,Pittsburgh,PA,15208,40.45317284,-79.89111183
38770,2019-09-10T02:22:00,"903 Criminal Conspiracy , 2701 Simple Assault",South Side Flats,Pittsburgh,PA,15203,40.42875471,-79.98264984
38771,2019-09-10T02:14:00,"903 Criminal Conspiracy , 2701 Simple Assault",South Side Flats,Pittsburgh,PA,15203,40.42875471,-79.98264984
38931,2019-09-10T01:35:00,"2701 Simple Assault , 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck",Bedford Dwellings,Pittsburgh,PA,15219,40.4509833,-79.97383971
39022,2019-09-09T22:01:00,2701 Simple Assault,Crafton Heights,Pittsburgh,PA,15205,40.44581914,-80.05235069
38803,2019-09-09T21:45:00,"3921 Theft by Unlawful Taking or Disposition , 5104 Resisting Arrest or Other Law Enforcement",Knoxville,Pittsburgh,PA,15210,40.41204136,-79.99025061
39016,2019-09-09T20:00:00,"2706 Terroristic Threats , 4304(a)(1) Endangering Welfare of Children , 2701(a)(3) Simple Assault - Attempts by Physical Menace",Marshall-Shadeland,Pittsburgh,PA,15212,40.46898728,-80.02717745
39073,2019-09-09T20:00:00,3503 Criminal Trespass,Marshall-Shadeland,Pittsburgh,PA,15212,40.46898728,-80.02717745
39015,2019-09-09T19:48:00,"2701 Simple Assault , 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck",Brookline,Pittsburgh,PA,15226,40.39622106,-80.02363457
39013,2019-09-09T19:45:00,"1543 Driving While Operating Privilege is Suspended or Revoked , 13(a)(32) Paraphernalia - Use or Possession",Perry North,Pittsburgh,PA,15212,40.4835423,-80.02423679
39012,2019-09-09T19:40:00,13(a)(32) Paraphernalia - Use or Possession,Perry North,Pittsburgh,PA,15212,40.4835423,-80.02423679
39014,2019-09-09T19:36:00,"5126 Flight to Avoid Apprehension, Trial or Punishment , 13(a)(31)(i) Marijuana - Possess Small Amt for Personal Use , 9501 Bench Warrant",Allentown,Pittsburgh,PA,15210,40.42181009,-79.99374113
39011,2019-09-09T18:45:00,"1301 Registration and Certificate of Title Required , 4303 General Lighting Requirements , 13(a)(16) Possession of Controlled Substance , 13(a)(30) Possession w, Intent to Del Controlled Substance , 13(a)(32) Paraphernalia - Use or Possession",Point Breeze North,Pittsburgh,PA,15208,40.44954505,-79.89916905
39010,2019-09-09T18:04:00,"2702 Aggravated Assault , 5104 Resisting Arrest or Other Law Enforcement , 5505 Public Drunkenness , 5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS,PHYS OFF",Beechview,Pittsburgh,PA,15216,0,0
38924,2019-09-09T17:16:00,9501 Bench Warrant,Homewood South,Pittsburgh,PA,15208,40.45696344,-79.8988648
38718,2019-09-09T17:00:00,3921 Theft by Unlawful Taking or Disposition,Greenfield,Pittsburgh,PA,15217,40.42318969,-79.92867392
38923,2019-09-09T16:51:00,"1301 Registration and Certificate of Title Required , 1543 Driving While Operating Privilege is Suspended or Revoked",Brighton Heights,Pittsburgh,PA,15212,40.47794806,-80.03604665
38922,2019-09-09T16:48:00,"13(a)(16) Possession of Controlled Substance , 13(a)(32) Paraphernalia - Use or Possession , 13(a)(31) Marijuana: Possession Small Amount",Fineview,Pittsburgh,PA,15212,40.46077124,-80.00320776
38921,2019-09-09T16:48:00,"5503 Disorderly Conduct , 3323 Stop Signs and Yield Signs",Fineview,Pittsburgh,PA,15212,40.46077124,-80.00320776
